Date,TOD,Number
9/20/09,E,0640
8/26/09,E,2705
8/1/09,E,3156
10/15/09,M,9939
9/20/09,M,8129
8/26/09,M,4873
8/1/09,M,8959
10/14/09,E,8168
9/19/09,E,6223
8/25/09,E,0966
7/31/09,E,1202
10/14/09,M,1636
9/19/09,M,5105
8/25/09,M,2256
7/31/09,M,3206
10/13/09,E,2179
9/18/09,E,7461
8/24/09,E,1543
7/30/09,E,1116
10/13/09,M,5209
9/18/09,M,1714
8/24/09,M,8489
7/30/09,M,6950
10/12/09,E,5045
9/17/09,E,7411
8/23/09,E,1666
7/29/09,E,0757
10/12/09,M,4951
9/17/09,M,4716
8/23/09,M,5319
7/29/09,M,4415
10/11/09,E,4532
9/16/09,E,7534
8/22/09,E,3996
7/28/09,E,4299
10/11/09,M,2626
9/16/09,M,4810
8/22/09,M,8964
7/28/09,M,0839
10/10/09,E,4498
9/15/09,E,8017
8/21/09,E,4213
7/27/09,E,0882
10/10/09,M,7896
9/15/09,M,2434
8/21/09,M,6786
7/27/09,M,5169
7/26/09,E,1162
7/1/09,E,9882
6/6/09,E,4356
5/12/09,E,7860
7/26/09,M,5005
7/1/09,M,5704
6/6/09,M,9185
5/12/09,M,9974
7/25/09,E,5711
6/30/09,E,2113
6/5/09,E,0789
5/11/09,E,6193
7/25/09,M,5822
6/30/09,M,7582
6/5/09,M,2819
5/11/09,M,8144
7/24/09,E,0755
6/29/09,E,2988
6/4/09,E,4893
5/10/09,E,2292
7/24/09,M,0564
6/29/09,M,6334
6/4/09,M,6106
5/10/09,M,0640
7/23/09,E,8512
6/28/09,E,5157
6/3/09,E,7651
5/9/09,E,1343
7/23/09,M,2785
6/28/09,M,8984
6/3/09,M,8583
5/9/09,M,2585
7/22/09,E,5300
6/27/09,E,3147
6/2/09,E,1264
5/8/09,E,1031
7/22/09,M,9166
6/27/09,M,1115
6/2/09,M,5487
5/8/09,M,3209
7/21/09,E,7680
6/26/09,E,9252
6/1/09,E,1235
5/7/09,E,6044
7/21/09,M,7129
6/26/09,M,8894
6/1/09,M,2440
5/7/09,M,2029
7/20/09,E,3326
6/25/09,E,3398
5/31/09,E,0193
5/6/09,E,3893
7/20/09,M,1616
6/25/09,M,0808
5/31/09,M,9731
5/6/09,M,9502
7/19/09,E,4766
6/24/09,E,5331
5/30/09,E,6526
5/5/09,E,2120
7/19/09,M,5091
6/24/09,M,0566
5/30/09,M,9988
5/5/09,M,4831
7/18/09,E,2385
6/23/09,E,2308
5/29/09,E,9629
5/4/09,E,3174
7/18/09,M,0372
6/23/09,M,5669
5/29/09,M,6249
5/4/09,M,9904
7/17/09,E,4342
6/22/09,E,1698
5/28/09,E,0358
5/3/09,E,0970
7/17/09,M,2632
6/22/09,M,9694
5/28/09,M,6151
5/3/09,M,3651
7/16/09,E,3895
6/21/09,E,6148
5/27/09,E,7616
5/2/09,E,3505
7/16/09,M,7724
6/21/09,M,7964
5/27/09,M,7750
5/2/09,M,7558
7/15/09,E,6068
6/20/09,E,0955
5/26/09,E,5981
5/1/09,E,1531
7/15/09,M,1480
6/20/09,M,1818
5/26/09,M,3819
5/1/09,M,7773
7/14/09,E,7726
6/19/09,E,2859
5/25/09,E,0901
4/30/09,E,5742
7/14/09,M,7304
6/19/09,M,0287
5/25/09,M,6106
4/30/09,M,0149
7/13/09,E,7234
6/18/09,E,7374
5/24/09,E,8230
4/29/09,E,8422
7/13/09,M,0520
6/18/09,M,4274
5/24/09,M,2828
4/29/09,M,6917
7/12/09,E,9551
6/17/09,E,4994
5/23/09,E,1125
4/28/09,E,9495
7/12/09,M,4451
6/17/09,M,0529
5/23/09,M,4928
4/28/09,M,2577
7/11/09,E,0948
6/16/09,E,5418
5/22/09,E,7238
4/27/09,E,7451
7/11/09,M,9236
6/16/09,M,3801
5/22/09,M,0996
4/27/09,M,3961
7/10/09,E,7262
6/15/09,E,4523
5/21/09,E,7813
4/26/09,E,5172
7/10/09,M,3751
6/15/09,M,2885
5/21/09,M,0561
4/26/09,M,3360
7/9/09,E,3395
6/14/09,E,1930
5/20/09,E,6250
4/25/09,E,2860
7/9/09,M,3455
6/14/09,M,3068
5/20/09,M,9111
4/25/09,M,5763
7/8/09,E,9511
6/13/09,E,5974
5/19/09,E,5082
4/24/09,E,3949
7/8/09,M,4003
6/13/09,M,6756
5/19/09,M,7260
4/24/09,M,4207
7/7/09,E,1184
6/12/09,E,8299
5/18/09,E,2773
4/23/09,E,7823
7/7/09,M,1148
6/12/09,M,1822
5/18/09,M,2255
4/23/09,M,5213
7/6/09,E,7978
6/11/09,E,4034
5/17/09,E,3842
4/22/09,E,8896
7/6/09,M,4292
6/11/09,M,7391
5/17/09,M,1705
4/22/09,M,1074
7/5/09,E,2515
6/10/09,E,1276
5/16/09,E,9446
4/21/09,E,5498
7/5/09,M,1415
6/10/09,M,5664
5/16/09,M,2293
4/21/09,M,3213
7/4/09,E,9007
6/9/09,E,4762
5/15/09,E,7758
4/20/09,E,0946
7/4/09,M,9238
6/9/09,M,2573
5/15/09,M,9521
4/20/09,M,8848
7/3/09,E,9646
6/8/09,E,9099
5/14/09,E,9943
4/19/09,E,1790
7/3/09,M,3634
6/8/09,M,5709
5/14/09,M,7224
4/19/09,M,1570
7/2/09,E,3590
6/7/09,E,2127
5/13/09,E,0718
4/18/09,E,1864
7/2/09,M,7759
6/7/09,M,0169
5/13/09,M,4402
4/18/09,M,2877
4/17/09,E,5493
3/23/09,E,1072
2/26/09,E,0387
2/1/09,E,3230
4/17/09,M,6004
3/23/09,M,8226
2/26/09,M,5830
2/1/09,M,5443
4/16/09,E,4445
3/22/09,E,2894
2/25/09,E,8332
1/31/09,E,7213
4/16/09,M,3282
3/22/09,M,6622
2/25/09,M,3485
1/31/09,M,8325
4/15/09,E,9464
3/21/09,E,1042
2/24/09,E,0136
1/30/09,E,2757
4/15/09,M,4020
3/21/09,M,4395
2/24/09,M,0411
1/30/09,M,2589
4/14/09,E,2156
3/20/09,E,0229
2/23/09,E,5592
1/29/09,E,8224
4/14/09,M,3872
3/20/09,M,8102
2/23/09,M,7655
1/29/09,M,1957
4/13/09,E,2641
3/19/09,E,9808
2/22/09,E,4121
1/28/09,E,6176
4/13/09,M,0696
3/19/09,M,0569
2/22/09,M,5744
1/28/09,M,8019
4/12/09,E,6662
3/18/09,E,5106
2/21/09,E,9480
1/27/09,E,5648
4/12/09,M,4566
3/18/09,M,4860
2/21/09,M,7644
1/27/09,M,8162
4/11/09,E,6432
3/17/09,E,5485
2/20/09,E,5098
1/26/09,E,5216
4/11/09,M,3085
3/17/09,M,3204
2/20/09,M,6800
1/26/09,M,5300
4/10/09,E,8915
3/16/09,E,4668
2/19/09,E,1059
1/25/09,E,3613
4/10/09,M,7627
3/16/09,M,6096
2/19/09,M,0285
1/25/09,M,1409
4/9/09,E,3829
3/15/09,E,4759
2/18/09,E,5434
1/24/09,E,3520
4/9/09,M,4403
3/15/09,M,9959
2/18/09,M,0371
1/24/09,M,2873
4/8/09,E,8612
3/14/09,E,5503
2/17/09,E,9332
1/23/09,E,0858
4/8/09,M,2558
3/14/09,M,2114
2/17/09,M,8527
1/23/09,M,5682
4/7/09,E,5497
3/13/09,E,9478
2/16/09,E,5437
1/22/09,E,3714
4/7/09,M,7207
3/13/09,M,3691
2/16/09,M,7872
1/22/09,M,0253
4/6/09,E,0616
3/12/09,E,7927
2/15/09,E,6193
1/21/09,E,9296
4/6/09,M,9926
3/12/09,M,3835
2/15/09,M,5195
1/21/09,M,7256
4/5/09,E,5634
3/11/09,E,5176
2/14/09,E,6506
1/20/09,E,1663
4/5/09,M,0530
3/11/09,M,0859
2/14/09,M,6709
1/20/09,M,9318
4/4/09,E,7593
3/10/09,E,1589
2/13/09,E,4910
1/19/09,E,5359
4/4/09,M,3530
3/10/09,M,9306
2/13/09,M,3305
1/19/09,M,6171
4/3/09,E,4278
3/9/09,E,4197
2/12/09,E,3131
1/18/09,E,1429
4/3/09,M,6724
3/9/09,M,4656
2/12/09,M,4260
1/18/09,M,9395
4/2/09,E,2324
3/8/09,E,1497
2/11/09,E,3044
1/17/09,E,7473
4/2/09,M,5464
3/8/09,M,8492
2/11/09,M,2909
1/17/09,M,4736
4/1/09,E,5100
3/7/09,E,0207
2/10/09,E,2895
1/16/09,E,9106
4/1/09,M,4462
3/7/09,M,4479
2/10/09,M,1247
1/16/09,M,8644
3/31/09,E,2069
3/6/09,E,5473
2/9/09,E,4455
1/15/09,E,3707
3/31/09,M,6447
3/6/09,M,0321
2/9/09,M,5511
1/15/09,M,7238
3/30/09,E,4150
3/5/09,E,3163
2/8/09,E,6574
1/14/09,E,3307
3/30/09,M,2271
3/5/09,M,4008
2/8/09,M,5876
1/14/09,M,9501
3/29/09,E,3253
3/4/09,E,8427
2/7/09,E,0987
1/13/09,E,7898
3/29/09,M,4438
3/4/09,M,4676
2/7/09,M,5179
1/13/09,M,6841
3/28/09,E,0732
3/3/09,E,2607
2/6/09,E,7160
1/12/09,E,9911
3/28/09,M,5577
3/3/09,M,5066
2/6/09,M,3052
1/12/09,M,2227
3/27/09,E,2718
3/2/09,E,9413
2/5/09,E,7174
1/11/09,E,0626
3/27/09,M,1406
3/2/09,M,0312
2/5/09,M,0071
1/11/09,M,2200
3/26/09,E,3502
3/1/09,E,7882
2/4/09,E,4975
1/10/09,E,2640
3/26/09,M,6295
3/1/09,M,8378
2/4/09,M,5681
1/10/09,M,4008
3/25/09,E,4346
2/28/09,E,5128
2/3/09,E,1201
1/9/09,E,4749
3/25/09,M,4070
2/28/09,M,3326
2/3/09,M,8090
1/9/09,M,0149
3/24/09,E,3401
2/27/09,E,1134
2/2/09,E,1519
1/8/09,E,6952
3/24/09,M,7741
2/27/09,M,6913
2/2/09,M,2299
1/8/09,M,8336
1/7/09,E,3344
12/13/08,E,1880
11/18/08,E,0166
10/24/08,E,4572
1/7/09,M,0666
12/13/08,M,3253
11/18/08,M,1957
10/24/08,M,2392
1/6/09,E,2522
12/12/08,E,3751
11/17/08,E,7487
10/23/08,E,8206
1/6/09,M,3094
12/12/08,M,6499
11/17/08,M,3000
10/23/08,M,9037
1/5/09,E,5800
12/11/08,E,0015
11/16/08,E,5734
10/22/08,E,9641
1/5/09,M,5583
12/11/08,M,8647
11/16/08,M,0083
10/22/08,M,5926
1/4/09,E,8166
12/10/08,E,6333
11/15/08,E,8543
10/21/08,E,1034
1/4/09,M,6778
12/10/08,M,3420
11/15/08,M,3040
10/21/08,M,5628
1/3/09,E,4397
12/9/08,E,5844
11/14/08,E,2036
10/20/08,E,2060
1/3/09,M,9056
12/9/08,M,1550
11/14/08,M,2697
10/20/08,M,8962
1/2/09,E,3164
12/8/08,E,9020
11/13/08,E,8563
10/19/08,E,2685
1/2/09,M,7509
12/8/08,M,4602
11/13/08,M,8537
10/19/08,M,6616
1/1/09,E,1781
12/7/08,E,7746
11/12/08,E,2955
10/18/08,E,6551
1/1/09,M,0567
12/7/08,M,2109
11/12/08,M,5339
10/18/08,M,2109
12/31/08,E,4487
12/6/08,E,3756
11/11/08,E,0327
10/17/08,E,6901
12/31/08,M,3637
12/6/08,M,8192
11/11/08,M,7936
10/17/08,M,0482
12/30/08,E,3601
12/5/08,E,0179
11/10/08,E,6336
10/16/08,E,6609
12/30/08,M,1864
12/5/08,M,1473
11/10/08,M,9721
10/16/08,M,6963
12/29/08,E,2310
12/4/08,E,0327
11/9/08,E,5210
10/15/08,E,1853
12/29/08,M,8104
12/4/08,M,1541
11/9/08,M,3608
10/15/08,M,6150
12/28/08,E,7556
12/3/08,E,4079
11/8/08,E,4985
10/14/08,E,9868
12/28/08,M,0179
12/3/08,M,1085
11/8/08,M,6431
10/14/08,M,6929
12/27/08,E,4058
12/2/08,E,8256
11/7/08,E,0946
10/13/08,E,6354
12/27/08,M,3118
12/2/08,M,2180
11/7/08,M,5661
10/13/08,M,2388
12/26/08,E,1402
12/1/08,E,6768
11/6/08,E,0950
10/12/08,E,7577
12/26/08,M,4654
12/1/08,M,7665
11/6/08,M,3763
10/12/08,M,0173
12/25/08,E,2973
11/30/08,E,5642
11/5/08,E,8571
10/11/08,E,6901
12/25/08,M,8310
11/30/08,M,7603
11/5/08,M,4977
10/11/08,M,3891
12/24/08,E,7276
11/29/08,E,9168
11/4/08,E,1333
10/10/08,E,3583
12/24/08,M,5904
11/29/08,M,1570
11/4/08,M,4923
10/10/08,M,0390
12/23/08,E,7906
11/28/08,E,4554
11/3/08,E,4098
10/9/08,E,8027
12/23/08,M,9388
11/28/08,M,9798
11/3/08,M,4228
10/9/08,M,3747
12/22/08,E,5832
11/27/08,E,7444
11/2/08,E,4567
10/8/08,E,5195
12/22/08,M,7036
11/27/08,M,1114
11/2/08,M,9350
10/8/08,M,6128
12/21/08,E,8595
11/26/08,E,5993
11/1/08,E,5756
10/7/08,E,6517
12/21/08,M,8364
11/26/08,M,4975
11/1/08,M,0149
10/7/08,M,5812
12/20/08,E,3418
11/25/08,E,1544
10/31/08,E,5783
10/6/08,E,4866
12/20/08,M,4223
11/25/08,M,4133
10/31/08,M,6857
10/6/08,M,2821
12/19/08,E,1737
11/24/08,E,0700
10/30/08,E,3865
10/5/08,E,1739
12/19/08,M,6566
11/24/08,M,6021
10/30/08,M,5554
10/5/08,M,1293
12/18/08,E,1615
11/23/08,E,9936
10/29/08,E,5974
10/4/08,E,3430
12/18/08,M,0868
11/23/08,M,9474
10/29/08,M,2961
10/4/08,M,3447
12/17/08,E,1349
11/22/08,E,8872
10/28/08,E,4927
10/3/08,E,6558
12/17/08,M,8606
11/22/08,M,9047
10/28/08,M,2666
10/3/08,M,8377
12/16/08,E,2230
11/21/08,E,2221
10/27/08,E,0913
10/2/08,E,0624
12/16/08,M,4785
11/21/08,M,0808
10/27/08,M,3985
10/2/08,M,4434
12/15/08,E,0134
11/20/08,E,3845
10/26/08,E,9916
10/1/08,E,3569
12/15/08,M,3320
11/20/08,M,6363
10/26/08,M,9680
10/1/08,M,9360
12/14/08,E,5075
11/19/08,E,2410
10/25/08,E,2050
9/30/08,E,0793
12/14/08,M,1274
11/19/08,M,7169
10/25/08,M,5244
9/30/08,M,2343
9/29/08,E,1923
9/4/08,E,7010
8/10/08,E,8513
7/16/08,E,4778
9/29/08,M,2910
9/4/08,M,6235
8/10/08,M,1350
7/16/08,M,7154
9/28/08,E,0746
9/3/08,E,0389
8/9/08,E,1315
7/15/08,E,6611
9/28/08,M,0258
9/3/08,M,2265
8/9/08,M,5857
7/15/08,M,8819
9/27/08,E,8696
9/2/08,E,6945
8/8/08,E,3492
7/14/08,E,7617
9/27/08,M,4038
9/2/08,M,2318
8/8/08,M,7207
7/14/08,M,1700
9/26/08,E,7172
9/1/08,E,2797
8/7/08,E,0824
7/13/08,E,2590
9/26/08,M,9476
9/1/08,M,3603
8/7/08,M,7763
7/13/08,M,6461
9/25/08,E,5917
8/31/08,E,6464
8/6/08,E,2756
7/12/08,E,3095
9/25/08,M,1045
8/31/08,M,3491
8/6/08,M,0272
7/12/08,M,8272
9/24/08,E,6208
8/30/08,E,4307
8/5/08,E,8224
7/11/08,E,6663
9/24/08,M,1394
8/30/08,M,9619
8/5/08,M,6769
7/11/08,M,3086
9/23/08,E,4469
8/29/08,E,7685
8/4/08,E,9762
7/10/08,E,4129
9/23/08,M,6260
8/29/08,M,7875
8/4/08,M,9486
7/10/08,M,5667
9/22/08,E,5802
8/28/08,E,2868
8/3/08,E,5500
7/9/08,E,5450
9/22/08,M,7976
8/28/08,M,4282
8/3/08,M,6716
7/9/08,M,0292
9/21/08,E,7525
8/27/08,E,4508
8/2/08,E,1920
7/8/08,E,7460
9/21/08,M,4107
8/27/08,M,6922
8/2/08,M,3494
7/8/08,M,7595
9/20/08,E,5035
8/26/08,E,7476
8/1/08,E,3747
7/7/08,E,8363
9/20/08,M,5698
8/26/08,M,9569
8/1/08,M,9232
7/7/08,M,6815
9/19/08,E,3334
8/25/08,E,3685
7/31/08,E,2443
7/6/08,E,0144
9/19/08,M,1808
8/25/08,M,0531
7/31/08,M,5848
7/6/08,M,9570
9/18/08,E,7542
8/24/08,E,0128
7/30/08,E,9527
7/5/08,E,9160
9/18/08,M,8340
8/24/08,M,5485
7/30/08,M,9719
7/5/08,M,0016
9/17/08,E,1309
8/23/08,E,8247
7/29/08,E,8311
7/4/08,E,7101
9/17/08,M,2340
8/23/08,M,9351
7/29/08,M,2952
7/4/08,M,1891
9/16/08,E,7199
8/22/08,E,3577
7/28/08,E,7696
7/3/08,E,2045
9/16/08,M,4404
8/22/08,M,5571
7/28/08,M,0427
7/3/08,M,3651
9/15/08,E,6233
8/21/08,E,6396
7/27/08,E,9648
7/2/08,E,5399
9/15/08,M,5322
8/21/08,M,1452
7/27/08,M,9873
7/2/08,M,2827
9/14/08,E,3717
8/20/08,E,1502
7/26/08,E,5745
7/1/08,E,8482
9/14/08,M,3394
8/20/08,M,1958
7/26/08,M,7199
7/1/08,M,4993
9/13/08,E,4314
8/19/08,E,1958
7/25/08,E,7477
6/30/08,E,2614
9/13/08,M,5893
8/19/08,M,4628
7/25/08,M,2283
6/30/08,M,0797
9/12/08,E,1060
8/18/08,E,3158
7/24/08,E,7914
6/29/08,E,8749
9/12/08,M,8030
8/18/08,M,9046
7/24/08,M,4694
6/29/08,M,1535
9/11/08,E,7042
8/17/08,E,3425
7/23/08,E,5621
6/28/08,E,7512
9/11/08,M,6666
8/17/08,M,4825
7/23/08,M,6730
6/28/08,M,9879
9/10/08,E,8056
8/16/08,E,3905
7/22/08,E,3103
6/27/08,E,9463
9/10/08,M,5005
8/16/08,M,1882
7/22/08,M,3036
6/27/08,M,7181
9/9/08,E,0457
8/15/08,E,9952
7/21/08,E,0171
6/26/08,E,7923
9/9/08,M,2205
8/15/08,M,4322
7/21/08,M,5051
6/26/08,M,2734
9/8/08,E,8912
8/14/08,E,4109
7/20/08,E,5825
6/25/08,E,0420
9/8/08,M,4030
8/14/08,M,1260
7/20/08,M,7600
6/25/08,M,9745
9/7/08,E,1371
8/13/08,E,9286
7/19/08,E,9689
6/24/08,E,7973
9/7/08,M,3757
8/13/08,M,7147
7/19/08,M,8814
6/24/08,M,5662
9/6/08,E,2926
8/12/08,E,7983
7/18/08,E,9951
6/23/08,E,6390
9/6/08,M,4588
8/12/08,M,4476
7/18/08,M,2526
6/23/08,M,3382
9/5/08,E,9076
8/11/08,E,1757
7/17/08,E,0705
6/22/08,E,4164
9/5/08,M,0293
8/11/08,M,9849
7/17/08,M,7254
6/22/08,M,6314
6/21/08,E,5310
5/27/08,E,9124
4/16/08,E,8907
2/26/08,E,7017
6/21/08,M,0499
5/27/08,M,7993
4/15/08,E,7733
2/25/08,E,1011
6/20/08,E,5916
5/26/08,E,1100
4/14/08,E,3178
2/24/08,E,4024
6/20/08,M,0581
5/26/08,M,2198
4/13/08,E,9063
2/23/08,E,2661
6/19/08,E,3054
5/25/08,E,9400
4/12/08,E,3681
2/22/08,E,2978
6/19/08,M,8268
5/25/08,M,5253
4/11/08,E,5603
2/21/08,E,7698
6/18/08,E,9071
5/24/08,E,1027
4/10/08,E,2623
2/20/08,E,6994
6/18/08,M,4626
5/24/08,M,6406
4/9/08,E,3004
2/19/08,E,2273
6/17/08,E,3827
5/23/08,E,5456
4/8/08,E,5317
2/18/08,E,3346
6/17/08,M,4043
5/23/08,M,1416
4/7/08,E,6010
2/17/08,E,4647
6/16/08,E,9721
5/22/08,E,5071
4/6/08,E,3889
2/16/08,E,9932
6/16/08,M,8723
5/22/08,M,8025
4/5/08,E,2999
2/15/08,E,6553
6/15/08,E,5434
5/21/08,E,1518
4/4/08,E,1031
2/14/08,E,8113
6/15/08,M,9033
5/21/08,M,3248
4/3/08,E,8794
2/13/08,E,4360
6/14/08,E,6084
5/20/08,E,6238
4/2/08,E,5643
2/12/08,E,2270
6/14/08,M,7543
5/20/08,M,5705
4/1/08,E,2897
2/11/08,E,4482
6/13/08,E,2294
5/19/08,E,1905
3/31/08,E,5606
2/10/08,E,1204
6/13/08,M,6819
5/19/08,M,6969
3/30/08,E,1494
2/9/08,E,2895
6/12/08,E,7126
5/18/08,E,3109
3/29/08,E,2835
2/8/08,E,8679
6/12/08,M,1063
5/17/08,E,7811
3/28/08,E,0321
2/7/08,E,4655
6/11/08,E,3309
5/16/08,E,1785
3/27/08,E,0103
2/6/08,E,0399
6/11/08,M,7581
5/15/08,E,5585
3/26/08,E,7530
2/5/08,E,6855
6/10/08,E,4578
5/14/08,E,0136
3/25/08,E,3358
2/4/08,E,5988
6/10/08,M,2727
5/13/08,E,9297
3/24/08,E,0229
2/3/08,E,9828
6/9/08,E,3679
5/12/08,E,6072
3/23/08,E,0715
2/2/08,E,0192
6/9/08,M,7611
5/11/08,E,1390
3/22/08,E,9014
2/1/08,E,9256
6/8/08,E,5731
5/10/08,E,5907
3/21/08,E,2999
1/31/08,E,3806
6/8/08,M,9528
5/9/08,E,5774
3/20/08,E,1361
1/30/08,E,6750
6/7/08,E,1222
5/8/08,E,6670
3/19/08,E,7325
1/29/08,E,4711
6/7/08,M,1204
5/7/08,E,5401
3/18/08,E,3584
1/28/08,E,4340
6/6/08,E,3607
5/6/08,E,0630
3/17/08,E,1099
1/27/08,E,9106
6/6/08,M,4804
5/5/08,E,0574
3/16/08,E,5493
1/26/08,E,9265
6/5/08,E,8539
5/4/08,E,5608
3/15/08,E,7152
1/25/08,E,8390
6/5/08,M,2471
5/3/08,E,8080
3/14/08,E,7856
1/24/08,E,8861
6/4/08,E,1413
5/2/08,E,6678
3/13/08,E,0314
1/23/08,E,2634
6/4/08,M,0860
5/1/08,E,4434
3/12/08,E,9222
1/22/08,E,8508
6/3/08,E,9297
4/30/08,E,3035
3/11/08,E,4758
1/21/08,E,5880
6/3/08,M,0206
4/29/08,E,8038
3/10/08,E,8971
1/20/08,E,0103
6/2/08,E,8673
4/28/08,E,8196
3/9/08,E,0152
1/19/08,E,3759
6/2/08,M,5327
4/27/08,E,2235
3/8/08,E,3189
1/18/08,E,2290
6/1/08,E,4413
4/26/08,E,7434
3/7/08,E,7411
1/17/08,E,3451
6/1/08,M,2149
4/25/08,E,3115
3/6/08,E,7773
1/16/08,E,0523
5/31/08,E,9311
4/24/08,E,0811
3/5/08,E,1972
1/15/08,E,2970
5/31/08,M,6644
4/23/08,E,6964
3/4/08,E,8891
1/14/08,E,6437
5/30/08,E,7183
4/22/08,E,7825
3/3/08,E,3455
1/13/08,E,3880
5/30/08,M,2783
4/21/08,E,8168
3/2/08,E,8783
1/12/08,E,0024
5/29/08,E,9558
4/20/08,E,5909
3/1/08,E,8652
1/11/08,E,9116
5/29/08,M,1851
4/19/08,E,0505
2/29/08,E,0013
1/10/08,E,3775
5/28/08,E,6526
4/18/08,E,3244
2/28/08,E,6635
1/9/08,E,6067
5/28/08,M,6705
4/17/08,E,6057
2/27/08,E,0499
1/8/08,E,0864
1/7/08,E,1468
11/18/07,E,3287
9/29/07,E,0924
8/10/07,E,5550
1/6/08,E,5738
11/17/07,E,5689
9/28/07,E,1874
8/9/07,E,6035
1/5/08,E,1292
11/16/07,E,9310
9/27/07,E,5113
8/8/07,E,2702
1/4/08,E,3568
11/15/07,E,1111
9/26/07,E,0977
8/7/07,E,6236
1/3/08,E,7039
11/14/07,E,2408
9/25/07,E,1573
8/6/07,E,2146
1/2/08,E,7566
11/13/07,E,7454
9/24/07,E,4382
8/5/07,E,6627
1/1/08,E,9633
11/12/07,E,4724
9/23/07,E,2605
8/4/07,E,2499
12/31/07,E,3218
11/11/07,E,3258
9/22/07,E,1693
8/3/07,E,5633
12/30/07,E,0523
11/10/07,E,1332
9/21/07,E,7472
8/2/07,E,4146
12/29/07,E,1719
11/9/07,E,2492
9/20/07,E,8433
8/1/07,E,9624
12/28/07,E,3382
11/8/07,E,3902
9/19/07,E,7159
7/31/07,E,5163
12/27/07,E,5492
11/7/07,E,5470
9/18/07,E,4067
7/30/07,E,0786
12/26/07,E,6754
11/6/07,E,5532
9/17/07,E,7893
7/29/07,E,8202
12/25/07,E,5079
11/5/07,E,7692
9/16/07,E,1516
7/28/07,E,3408
12/24/07,E,4898
11/4/07,E,4241
9/15/07,E,4793
7/27/07,E,9458
12/23/07,E,9280
11/3/07,E,0110
9/14/07,E,1977
7/26/07,E,6795
12/22/07,E,0723
11/2/07,E,9627
9/13/07,E,5562
7/25/07,E,1726
12/21/07,E,6707
11/1/07,E,2395
9/12/07,E,5277
7/24/07,E,4111
12/20/07,E,3793
10/31/07,E,1305
9/11/07,E,3425
7/23/07,E,0646
12/19/07,E,5980
10/30/07,E,4706
9/10/07,E,0979
7/22/07,E,8536
12/18/07,E,4642
10/29/07,E,6014
9/9/07,E,6852
7/21/07,E,2457
12/17/07,E,0498
10/28/07,E,2923
9/8/07,E,5734
7/20/07,E,2898
12/16/07,E,4779
10/27/07,E,0645
9/7/07,E,7399
7/19/07,E,3985
12/15/07,E,5950
10/26/07,E,5991
9/6/07,E,9726
7/18/07,E,0583
12/14/07,E,2041
10/25/07,E,1574
9/5/07,E,0664
7/17/07,E,4290
12/13/07,E,8131
10/24/07,E,1982
9/4/07,E,8072
7/16/07,E,0707
12/12/07,E,1870
10/23/07,E,5282
9/3/07,E,3797
7/15/07,E,2932
12/11/07,E,8071
10/22/07,E,9568
9/2/07,E,4817
7/14/07,E,4906
12/10/07,E,9930
10/21/07,E,2872
9/1/07,E,9716
7/13/07,E,8168
12/9/07,E,1194
10/20/07,E,1984
8/31/07,E,6538
7/12/07,E,1236
12/8/07,E,4827
10/19/07,E,8324
8/30/07,E,0985
7/11/07,E,3147
12/7/07,E,7543
10/18/07,E,3990
8/29/07,E,5231
7/10/07,E,4294
12/6/07,E,7217
10/17/07,E,4151
8/28/07,E,0764
7/9/07,E,8208
12/5/07,E,6886
10/16/07,E,5616
8/27/07,E,8500
7/8/07,E,7070
12/4/07,E,8710
10/15/07,E,7205
8/26/07,E,2611
7/7/07,E,4695
12/3/07,E,4443
10/14/07,E,6768
8/25/07,E,9398
7/6/07,E,1655
12/2/07,E,9609
10/13/07,E,0316
8/24/07,E,4979
7/5/07,E,8456
12/1/07,E,0643
10/12/07,E,4855
8/23/07,E,7590
7/4/07,E,9238
11/30/07,E,9497
10/11/07,E,5847
8/22/07,E,8811
7/3/07,E,0306
11/29/07,E,5190
10/10/07,E,5811
8/21/07,E,7941
7/2/07,E,9327
11/28/07,E,6750
10/9/07,E,9616
8/20/07,E,7606
7/1/07,E,4946
11/27/07,E,5330
10/8/07,E,8708
8/19/07,E,4958
6/30/07,E,1768
11/26/07,E,8691
10/7/07,E,8392
8/18/07,E,2626
6/29/07,E,8644
11/25/07,E,1913
10/6/07,E,5532
8/17/07,E,8468
6/28/07,E,6620
11/24/07,E,1773
10/5/07,E,7938
8/16/07,E,0732
6/27/07,E,0099
11/23/07,E,3512
10/4/07,E,5958
8/15/07,E,5790
6/26/07,E,7939
11/22/07,E,3202
10/3/07,E,1447
8/14/07,E,9271
6/25/07,E,5440
11/21/07,E,1533
10/2/07,E,4240
8/13/07,E,2021
6/24/07,E,7259
11/20/07,E,1008
10/1/07,E,9948
8/12/07,E,4488
6/23/07,E,8919
11/19/07,E,1545
9/30/07,E,3231
8/11/07,E,0888
6/22/07,E,1432
6/21/07,E,9838
5/2/07,E,8875
3/13/07,E,7583
1/22/07,E,4127
6/20/07,E,0630
5/1/07,E,3570
3/12/07,E,4305
1/21/07,E,7698
6/19/07,E,8431
4/30/07,E,6155
3/11/07,E,3139
1/20/07,E,6208
6/18/07,E,9034
4/29/07,E,5339
3/10/07,E,5586
1/19/07,E,0904
6/17/07,E,2679
4/28/07,E,1767
3/9/07,E,2049
1/18/07,E,4575
6/16/07,E,7167
4/27/07,E,2749
3/8/07,E,2594
1/17/07,E,9170
